ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date
\n 	<li data-section-id=""1c8twy9"" data-start=""2703"" data-end=""2838"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2840"" data-end=""2865"">Chính sách vận chuyển</h3>
\n<ul data-start=""2867"" data-end=""3139"">
\n 	<li data-section-id=""1p9scda"" data-start=""2867"" data-end=""2896"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2897"" data-end=""2950"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""2951"" data-end=""3059"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3060"" data-end=""3139"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,1400000,"Chưa phân loại, Sản Phẩm > Đèn Bàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-5.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-toi-gian-nordic-ember-dt-0024-6.jpg",default,,default,,,,default,,,,,default,default,default,set,

760,simple,,Đèn Sàn Gỗ Tiện Regal Rondo,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0036</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1400 × D340 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân nâu gỗ trầm, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân gỗ tiện nhiều tầng</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""433"" data-end=""714""><strong data-start=""433"" data-end=""483"">Đèn sàn gỗ tiện nhiều tầng Regal Rondo DS-0036</strong> nổi bật với thân đèn cao, được tạo hình bằng những khối trụ thuôn và vòng tiện lặp lại theo nhịp. Cách sắp xếp các chi tiết từ chân đế lên tới cổ đèn tạo cảm giác cân đối, trang trọng và mang đậm tinh thần chế tác gỗ truyền thống.</p>
\n<p data-start=""716"" data-end=""957"">Thân đèn sử dụng <strong data-start=""733"" data-end=""748"">gỗ tự nhiên</strong>, hoàn thiện với màu nâu trầm giúp làm rõ chiều sâu của các đường tiện. Các đoạn thân thuôn dài được ngăn cách bằng cụm vòng tròn nhiều tầng, tạo điểm nhấn thị giác nhưng vẫn giữ được dáng tổng thể thanh mảnh.</p>
\n<p data-start=""959"" data-end=""1219"">Phần cổ đèn được hoàn thiện bằng các khối tiện xếp tầng nhỏ dần, tạo sự chuyển tiếp mềm mại giữa thân gỗ và chao đèn. Chao vải màu kem dáng trụ giúp cân bằng với phần thân nhiều chi tiết, đồng thời làm cho tổng thể sản phẩm nhẹ và dễ phối hợp với nội thất hơn.</p>
\n<p data-start=""1221"" data-end=""1437"">Khi bật sáng, chao vải khuếch tán ánh sáng dịu ra xung quanh và tạo vùng sáng ấm trên tường. Ánh sáng vàng kết hợp cùng sắc nâu gỗ đặc biệt phù hợp với những không gian cần cảm giác thư giãn, gần gũi và có chiều sâu.</p>
\n<p data-start=""1439"" data-end=""1712"">Với kích thước <strong data-start=""1454"" data-end=""1473"">H1400 × D340 mm</strong>, Regal Rondo phù hợp sử dụng làm đèn góc sofa, đèn cạnh ghế đọc sách, đèn trang trí phòng khách, phòng ngủ, tiền sảnh hoặc khu vực cầu thang. Chân đế tròn nhiều tầng giúp tạo cảm giác vững chắc và đồng bộ với hệ thống vòng tiện trên thân.</p>
\n<p data-start=""1714"" data-end=""1925"">Thiết kế phù hợp với các phong cách nội thất như <strong data-start=""1763"" data-end=""1818"">Classic, Modern Classic, Transitional và Đông Dương</strong>. Sản phẩm dễ kết hợp với sofa màu kem, be, xám, nội thất gỗ và các không gian sử dụng bảng màu trung tính.</p>
\n<p data-start=""1927"" data-end=""2140"">Đèn sử dụng <strong data-start=""1939"" data-end=""1979"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, tương thích với hệ thống điện dân dụng tại Việt Nam. Nên lựa chọn bóng LED ánh sáng vàng khoảng 2700K–3000K để làm nổi bật sắc gỗ và tạo bầu không khí ấm cúng.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2142"" data-end=""2163"">Thông tin sử dụng</h3>
\n<ul data-start=""2165"" data-end=""2699"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2165"" data-end=""2196"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2197"" data-end=""2224"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2225"" data-end=""2269"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2270"" data-end=""2327"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2328"" data-end=""2369"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2370"" data-end=""2417"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""v29cdv"" data-start=""2418"" data-end=""2467"">Đặt chân đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2468"" data-end=""2518"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2519"" data-end=""2568"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""8s50m3"" data-start=""2569"" data-end=""2630"">Không sử dụng hóa chất tẩy mạnh trên bề mặt gỗ và chao đèn.</li>
\n 	<li data-section-id=""1ynwpqs"" data-start=""2631"" data-end=""2699"">Vân và sắc độ gỗ tự nhiên có thể khác nhau nhẹ giữa từng sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2701"" data-end=""2735"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2737"" data-end=""3032"">
\n 	<li data-section-id=""7mg38n"" data-start=""2737"" data-end=""2818"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2819"" data-end=""2896"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2897"" data-end=""3032"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3034"" data-end=""3059"">Chính sách vận chuyển</h3>
\n<ul data-start=""3061"" data-end=""3333"">
\n 	<li data-section-id=""1p9scda"" data-start=""3061"" data-end=""3090"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3091"" data-end=""3144"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3145"" data-end=""3253"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3254"" data-end=""3333"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-1-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-5-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tien-nhieu-tang-regal-rondo-ds-0036-6.jpg",default,,default,,,,default,,,,,default,default,default,set,

768,simple,,Đèn Sàn Gỗ Trắng Ivory Construct,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td>Mã sản phẩm</td>
\n<td>DS-0037</td>
\n</tr>
\n<tr>
\n<td>Kích thước</td>
\n<td>H1450 × D360 mm</td>
\n</tr>
\n<tr>
\n<td>Chất liệu</td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td>Màu sắc</td>
\n<td>Thân trắng ngà, chao màu kem</td>
\n</tr>
\n<tr>
\n<td>Kiểu dáng</td>
\n<td>Thân cột ghép các khối hình học</td>
\n</tr>
\n<tr>
\n<td>Kiểu chân đế</td>
\n<td>Đế vuông</td>
\n</tr>
\n<tr>
\n<td>Kiểu chao</td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td>Loại bóng đèn</td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td>Điện áp</td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td>Màu ánh sáng</td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td>Công tắc</td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td>Phạm vi sử dụng</td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""496"" data-end=""779""><strong data-start=""496"" data-end=""553"">Đèn sàn gỗ màu trắng hiện đại Ivory Construct DS-0037</strong> nổi bật với thân đèn dạng cột được tạo thành từ nhiều khối hình học xếp thẳng đứng. Các đoạn trụ tròn dài kết hợp cùng khối hộp chữ nhật ở phần trên tạo nên một bố cục kiến trúc rõ ràng, mạnh mẽ nhưng vẫn giữ được sự cân đối.</p>
\n<p data-start=""781"" data-end=""1029"">Thân đèn sử dụng <strong data-start=""798"" data-end=""838"">gỗ tự nhiên hoàn thiện màu trắng ngà</strong>, giúp sản phẩm mang vẻ sáng, sạch và hiện đại hơn so với các mẫu đèn sàn màu gỗ truyền thống. Bề mặt vẫn giữ lại một phần kết cấu nhẹ của vật liệu, tránh cảm giác quá phẳng hoặc công nghiệp.</p>
\n<p data-start=""1031"" data-end=""1308"">Phần thân dưới gồm nhiều đoạn trụ dài được phân chia bằng các đường nối ngang mảnh. Phần trên chuyển sang những khối hộp vuông vức, tạo điểm nhấn tương phản giữa hình tròn và hình chữ nhật. Chân đế vuông giúp hoàn thiện ngôn ngữ hình học và tạo cảm giác vững chắc cho tổng thể.</p>
\n<p data-start=""1310"" data-end=""1523"">Chao vải màu kem dáng trụ tròn giúp làm mềm các đường nét góc cạnh của thân đèn. Khi bật sáng, chao vải khuếch tán ánh sáng dịu ra xung quanh, đồng thời tạo sắc vàng ấm để cân bằng với màu trắng ngà của phần thân.</p>
\n<p data-start=""1525"" data-end=""1766"">Với kích thước <strong data-start=""1540"" data-end=""1559"">H1450 × D360 mm</strong>, Ivory Construct đủ cao để tạo điểm nhấn trong phòng nhưng vẫn có tỷ lệ gọn. Sản phẩm phù hợp đặt cạnh sofa, ghế đọc sách, bàn console, khu vực cầu thang, phòng ngủ hoặc góc trang trí trong căn hộ hiện đại.</p>
\n<p data-start=""1768"" data-end=""2000"">Thiết kế phù hợp với các phong cách <strong data-start=""1804"" data-end=""1884"">Minimalist, Contemporary, Japandi, Modern Organic và Modern Classic sáng màu</strong>. Sản phẩm dễ phối cùng sofa kem, be, xám, nội thất gỗ sáng, đá tự nhiên và những không gian có bảng màu trung tính.</p>
\n<p data-start=""2002"" data-end=""2223"">Đèn sử dụng <strong data-start=""2014"" data-end=""2054"">đui bóng E27 và nguồn điện 220V–50Hz</strong>, phù hợp với hệ thống điện dân dụng tại Việt Nam. Nên lựa chọn bóng LED ánh sáng vàng khoảng 2700K–3000K để tạo cảm giác thư giãn và làm nổi bật hình khối của thân đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""2225"" data-end=""2246"">Thông tin sử dụng</h3>
\n<ul data-start=""2248"" data-end=""2781"">
\n 	<li data-section-id=""1nltvpe"" data-start=""2248"" data-end=""2279"">Sử dụng nguồn điện 220V–50Hz.</li>
\n 	<li data-section-id=""14yieaa"" data-start=""2280"" data-end=""2307"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""4ew9at"" data-start=""2308"" data-end=""2352"">Màu và độ sáng phụ thuộc vào bóng lắp đặt.</li>
\n 	<li data-section-id=""1sbdjgn"" data-start=""2353"" data-end=""2410"">Khuyến nghị sử dụng bóng LED ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2411"" data-end=""2452"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1032xbb"" data-start=""2453"" data-end=""2500"">Chỉ sử dụng trong nhà và tại khu vực khô ráo.</li>
\n 	<li data-section-id=""v29cdv"" data-start=""2501"" data-end=""2550"">Đặt chân đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""13a9dv0"" data-start=""2551"" data-end=""2601"">Rút nguồn điện trước khi thay bóng hoặc vệ sinh.</li>
\n 	<li data-section-id=""14xtkhy"" data-start=""2602"" data-end=""2660"">Vệ sinh thân và chao đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1u31f8f"" data-start=""2661"" data-end=""2723"">Không sử dụng hóa chất tẩy mạnh hoặc vật liệu gây trầy xước.</li>
\n 	<li data-section-id=""rarlef"" data-start=""2724"" data-end=""2781"">Tránh va đập mạnh vào các cạnh của chân đế và thân đèn.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2783"" data-end=""2817"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2819"" data-end=""3114"">
\n 	<li data-section-id=""7mg38n"" data-start=""2819"" data-end=""2900"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""121xsoj"" data-start=""2901"" data-end=""2978"">Hỗ trợ đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2979"" data-end=""3114"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""3116"" data-end=""3141"">Chính sách vận chuyển</h3>
\n<ul data-start=""3143"" data-end=""3415"">
\n 	<li data-section-id=""1p9scda"" data-start=""3143"" data-end=""3172"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""3173"" data-end=""3226"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1llg968"" data-start=""3227"" data-end=""3335"">Thời gian và chi phí giao hàng phụ thuộc vào địa chỉ nhận hàng, kích thước kiện hàng và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""3336"" data-end=""3415"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-trang-hien-dai-ivory-construct-ds-0037-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-trang-hien-dai-ivory-construct-ds-0037-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-trang-hien-dai-ivory-construct-ds-0037-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-trang-hien-dai-ivory-construct-ds-0037-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-trang-hien-dai-ivory-construct-ds-0037-1.jpg",default,,default,,,,default,,,,,default,default,default,set,

774,simple,,Đèn Sàn Gỗ Thân Cầu Umber Beads,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
